Team_ID,Team_Composition,Never_Swept
603,"Otter, Horse, Ant",False
604,"Otter, Horse, Beaver",False
605,"Otter, Horse, Cricket",False
607,"Otter, Horse, Horse",False
616,"Otter, Mosquito, Horse",False
608,"Otter, Horse, Mosquito",False
609,"Otter, Horse, Mouse",False
610,"Otter, Horse, Otter",False
611,"Otter, Horse, Pig",False
612,"Otter, Mosquito, Ant",False
613,"Otter, Mosquito, Beaver",False
614,"Otter, Mosquito, Cricket",False
615,"Otter, Mosquito, Fish",False
378,"Horse, Mouse, Ant",False
364,"Horse, Horse, Horse",False
376,"Horse, Mosquito, Otter",False
375,"Horse, Mosquito, Mouse",False
131,"Beaver, Mosquito, Mosquito",False
132,"Beaver, Mosquito, Mouse",False
133,"Beaver, Mosquito, Otter",False
134,"Beaver, Mosquito, Pig",False
135,"Beaver, Mouse, Ant",False
136,"Beaver, Mouse, Beaver",False
137,"Beaver, Mouse, Cricket",False
138,"Beaver, Mouse, Fish",False
139,"Beaver, Mouse, Horse",False
140,"Beaver, Mouse, Mosquito",False
141,"Beaver, Mouse, Mouse",False
142,"Beaver, Mouse, Otter",False
143,"Beaver, Mouse, Pig",False
144,"Beaver, Otter, Ant",False
145,"Beaver, Otter, Beaver",False
146,"Beaver, Otter, Cricket",False
147,"Beaver, Otter, Fish",False
148,"Beaver, Otter, Horse",False
149,"Beaver, Otter, Mosquito",False
130,"Beaver, Mosquito, Horse",False
129,"Beaver, Mosquito, Fish",False
128,"Beaver, Mosquito, Cricket",False
117,"Beaver, Horse, Ant",False
109,"Beaver, Fish, Beaver",False
110,"Beaver, Fish, Cricket",False
111,"Beaver, Fish, Fish",False
112,"Beaver, Fish, Horse",False
113,"Beaver, Fish, Mosquito",False
114,"Beaver, Fish, Mouse",False
115,"Beaver, Fish, Otter",False
116,"Beaver, Fish, Pig",False
118,"Beaver, Horse, Beaver",False
127,"Beaver, Mosquito, Beaver",False
119,"Beaver, Horse, Cricket",False
120,"Beaver, Horse, Fish",False
121,"Beaver, Horse, Horse",False
122,"Beaver, Horse, Mosquito",False
123,"Beaver, Horse, Mouse",False
124,"Beaver, Horse, Otter",False
125,"Beaver, Horse, Pig",False
126,"Beaver, Mosquito, Ant",False
150,"Beaver, Otter, Mouse",False
151,"Beaver, Otter, Otter",False
152,"Beaver, Otter, Pig",False
184,"Cricket, Cricket, Horse",False
176,"Cricket, Beaver, Mosquito",False
177,"Cricket, Beaver, Mouse",False
178,"Cricket, Beaver, Otter",False
179,"Cricket, Beaver, Pig",False
180,"Cricket, Cricket, Ant",False
181,"Cricket, Cricket, Beaver",False
182,"Cricket, Cricket, Cricket",False
183,"Cricket, Cricket, Fish",False
185,"Cricket, Cricket, Mosquito",False
174,"Cricket, Beaver, Fish",False
186,"Cricket, Cricket, Mouse",False
187,"Cricket, Cricket, Otter",False
188,"Cricket, Cricket, Pig",False
189,"Cricket, Fish, Ant",False
190,"Cricket, Fish, Beaver",False
191,"Cricket, Fish, Cricket",False
192,"Cricket, Fish, Fish",False
193,"Cricket, Fish, Horse",False
175,"Cricket, Beaver, Horse",False
173,"Cricket, Beaver, Cricket",False
153,"Beaver, Pig, Ant",False
162,"Cricket, Ant, Ant",False
154,"Beaver, Pig, Beaver",False
155,"Beaver, Pig, Cricket",False
156,"Beaver, Pig, Fish",False
157,"Beaver, Pig, Horse",False
158,"Beaver, Pig, Mosquito",False
159,"Beaver, Pig, Mouse",False
160,"Beaver, Pig, Otter",False
161,"Beaver, Pig, Pig",False
163,"Cricket, Ant, Beaver",False
172,"Cricket, Beaver, Beaver",False
164,"Cricket, Ant, Cricket",False
165,"Cricket, Ant, Fish",False
166,"Cricket, Ant, Horse",False
167,"Cricket, Ant, Mosquito",False
168,"Cricket, Ant, Mouse",False
169,"Cricket, Ant, Otter",False
170,"Cricket, Ant, Pig",False
171,"Cricket, Beaver, Ant",False
108,"Beaver, Fish, Ant",False
107,"Beaver, Cricket, Pig",False
106,"Beaver, Cricket, Otter",False
41,"Ant, Horse, Mosquito",False
33,"Ant, Fish, Mouse",False
34,"Ant, Fish, Otter",False
35,"Ant, Fish, Pig",False
36,"Ant, Horse, Ant",False
37,"Ant, Horse, Beaver",False
38,"Ant, Horse, Cricket",False
39,"Ant, Horse, Fish",False
40,"Ant, Horse, Horse",False
42,"Ant, Horse, Mouse",False
29,"Ant, Fish, Cricket",False
43,"Ant, Horse, Otter",False
44,"Ant, Horse, Pig",False
54,"Ant, Mouse, Ant",False
55,"Ant, Mouse, Beaver",False
56,"Ant, Mouse, Cricket",False
57,"Ant, Mouse, Fish",False
58,"Ant, Mouse, Horse",False
59,"Ant, Mouse, Mosquito",False
31,"Ant, Fish, Horse",False
27,"Ant, Fish, Ant",False
61,"Ant, Mouse, Otter",False
15,"Ant, Beaver, Mouse",False
4,"Ant, Ant, Horse",False
6,"Ant, Ant, Mouse",False
8,"Ant, Ant, Pig",False
9,"Ant, Beaver, Ant",False
10,"Ant, Beaver, Beaver",False
11,"Ant, Beaver, Cricket",False
12,"Ant, Beaver, Fish",False
13,"Ant, Beaver, Horse",False
16,"Ant, Beaver, Otter",False
26,"Ant, Cricket, Pig",False
17,"Ant, Beaver, Pig",False
18,"Ant, Cricket, Ant",False
19,"Ant, Cricket, Beaver",False
20,"Ant, Cricket, Cricket",False
21,"Ant, Cricket, Fish",False
22,"Ant, Cricket, Horse",False
24,"Ant, Cricket, Mouse",False
25,"Ant, Cricket, Otter",False
60,"Ant, Mouse, Mouse",False
62,"Ant, Mouse, Pig",False
105,"Beaver, Cricket, Mouse",False
95,"Beaver, Beaver, Mosquito",False
87,"Beaver, Ant, Mouse",False
88,"Beaver, Ant, Otter",False
89,"Beaver, Ant, Pig",False
90,"Beaver, Beaver, Ant",False
91,"Beaver, Beaver, Beaver",False
92,"Beaver, Beaver, Cricket",False
93,"Beaver, Beaver, Fish",False
94,"Beaver, Beaver, Horse",False
96,"Beaver, Beaver, Mouse",False
85,"Beaver, Ant, Horse",False
97,"Beaver, Beaver, Otter",False
98,"Beaver, Beaver, Pig",False
99,"Beaver, Cricket, Ant",False
100,"Beaver, Cricket, Beaver",False
101,"Beaver, Cricket, Cricket",False
102,"Beaver, Cricket, Fish",False
103,"Beaver, Cricket, Horse",False
104,"Beaver, Cricket, Mosquito",False
86,"Beaver, Ant, Mosquito",False
84,"Beaver, Ant, Fish",False
63,"Ant, Otter, Ant",False
72,"Ant, Pig, Ant",False
64,"Ant, Otter, Beaver",False
65,"Ant, Otter, Cricket",False
66,"Ant, Otter, Fish",False
67,"Ant, Otter, Horse",False
68,"Ant, Otter, Mosquito",False
69,"Ant, Otter, Mouse",False
70,"Ant, Otter, Otter",False
71,"Ant, Otter, Pig",False
73,"Ant, Pig, Beaver",False
83,"Beaver, Ant, Cricket",False
74,"Ant, Pig, Cricket",False
75,"Ant, Pig, Fish",False
76,"Ant, Pig, Horse",False
78,"Ant, Pig, Mouse",False
79,"Ant, Pig, Otter",False
80,"Ant, Pig, Pig",False
81,"Beaver, Ant, Ant",False
82,"Beaver, Ant, Beaver",False
194,"Cricket, Fish, Mosquito",False
195,"Cricket, Fish, Mouse",False
196,"Cricket, Fish, Otter",False
320,"Fish, Pig, Mosquito",False
312,"Fish, Otter, Mouse",False
313,"Fish, Otter, Otter",False
314,"Fish, Otter, Pig",False
315,"Fish, Pig, Ant",False
316,"Fish, Pig, Beaver",False
317,"Fish, Pig, Cricket",False
318,"Fish, Pig, Fish",False
319,"Fish, Pig, Horse",False
321,"Fish, Pig, Mouse",False
310,"Fish, Otter, Horse",False
322,"Fish, Pig, Otter",False
323,"Fish, Pig, Pig",False
324,"Horse, Ant, Ant",False
325,"Horse, Ant, Beaver",False
326,"Horse, Ant, Cricket",False
327,"Horse, Ant, Fish",False
328,"Horse, Ant, Horse",False
329,"Horse, Ant, Mosquito",False
311,"Fish, Otter, Mosquito",False
309,"Fish, Otter, Fish",False
331,"Horse, Ant, Otter",False
298,"Fish, Mouse, Beaver",False
289,"Fish, Mosquito, Beaver",False
290,"Fish, Mosquito, Cricket",False
291,"Fish, Mosquito, Fish",False
292,"Fish, Mosquito, Horse",False
294,"Fish, Mosquito, Mouse",False
295,"Fish, Mosquito, Otter",False
296,"Fish, Mosquito, Pig",False
297,"Fish, Mouse, Ant",False
299,"Fish, Mouse, Cricket",False
308,"Fish, Otter, Cricket",False
300,"Fish, Mouse, Fish",False
301,"Fish, Mouse, Horse",False
302,"Fish, Mouse, Mosquito",False
303,"Fish, Mouse, Mouse",False
304,"Fish, Mouse, Otter",False
305,"Fish, Mouse, Pig",False
306,"Fish, Otter, Ant",False
307,"Fish, Otter, Beaver",False
330,"Horse, Ant, Mouse",False
332,"Horse, Ant, Pig",False
287,"Fish, Horse, Pig",False
365,"Horse, Horse, Mosquito",False
356,"Horse, Fish, Mosquito",False
357,"Horse, Fish, Mouse",False
358,"Horse, Fish, Otter",False
359,"Horse, Fish, Pig",False
360,"Horse, Horse, Ant",False
361,"Horse, Horse, Beaver",False
362,"Horse, Horse, Cricket",False
363,"Horse, Horse, Fish",False
366,"Horse, Horse, Mouse",False
354,"Horse, Fish, Fish",False
367,"Horse, Horse, Otter",False
368,"Horse, Horse, Pig",False
369,"Horse, Mosquito, Ant",False
370,"Horse, Mosquito, Beaver",False
371,"Horse, Mosquito, Cricket",False
372,"Horse, Mosquito, Fish",False
373,"Horse, Mosquito, Horse",False
374,"Horse, Mosquito, Mosquito",False
355,"Horse, Fish, Horse",False
353,"Horse, Fish, Cricket",False
333,"Horse, Beaver, Ant",False
342,"Horse, Cricket, Ant",False
334,"Horse, Beaver, Beaver",False
335,"Horse, Beaver, Cricket",False
336,"Horse, Beaver, Fish",False
337,"Horse, Beaver, Horse",False
338,"Horse, Beaver, Mosquito",False
339,"Horse, Beaver, Mouse",False
340,"Horse, Beaver, Otter",False
341,"Horse, Beaver, Pig",False
343,"Horse, Cricket, Beaver",False
352,"Horse, Fish, Beaver",False
344,"Horse, Cricket, Cricket",False
345,"Horse, Cricket, Fish",False
346,"Horse, Cricket, Horse",False
347,"Horse, Cricket, Mosquito",False
348,"Horse, Cricket, Mouse",False
349,"Horse, Cricket, Otter",False
350,"Horse, Cricket, Pig",False
351,"Horse, Fish, Ant",False
288,"Fish, Mosquito, Ant",False
286,"Fish, Horse, Otter",False
197,"Cricket, Fish, Pig",False
228,"Cricket, Otter, Fish",False
220,"Cricket, Mouse, Horse",False
221,"Cricket, Mouse, Mosquito",False
222,"Cricket, Mouse, Mouse",False
223,"Cricket, Mouse, Otter",False
224,"Cricket, Mouse, Pig",False
225,"Cricket, Otter, Ant",False
226,"Cricket, Otter, Beaver",False
227,"Cricket, Otter, Cricket",False
229,"Cricket, Otter, Horse",False
218,"Cricket, Mouse, Cricket",False
230,"Cricket, Otter, Mosquito",False
231,"Cricket, Otter, Mouse",False
232,"Cricket, Otter, Otter",False
233,"Cricket, Otter, Pig",False
234,"Cricket, Pig, Ant",False
235,"Cricket, Pig, Beaver",False
236,"Cricket, Pig, Cricket",False
237,"Cricket, Pig, Fish",False
219,"Cricket, Mouse, Fish",False
217,"Cricket, Mouse, Beaver",False
239,"Cricket, Pig, Mosquito",False
206,"Cricket, Horse, Pig",False
198,"Cricket, Horse, Ant",False
199,"Cricket, Horse, Beaver",False
200,"Cricket, Horse, Cricket",False
201,"Cricket, Horse, Fish",False
202,"Cricket, Horse, Horse",False
203,"Cricket, Horse, Mosquito",False
204,"Cricket, Horse, Mouse",False
205,"Cricket, Horse, Otter",False
207,"Cricket, Mosquito, Ant",False
216,"Cricket, Mouse, Ant",False
208,"Cricket, Mosquito, Beaver",False
209,"Cricket, Mosquito, Cricket",False
210,"Cricket, Mosquito, Fish",False
211,"Cricket, Mosquito, Horse",False
212,"Cricket, Mosquito, Mosquito",False
213,"Cricket, Mosquito, Mouse",False
214,"Cricket, Mosquito, Otter",False
215,"Cricket, Mosquito, Pig",False
238,"Cricket, Pig, Horse",False
240,"Cricket, Pig, Mouse",False
285,"Fish, Horse, Mouse",False
274,"Fish, Fish, Horse",False
266,"Fish, Cricket, Mosquito",False
267,"Fish, Cricket, Mouse",False
268,"Fish, Cricket, Otter",False
269,"Fish, Cricket, Pig",False
270,"Fish, Fish, Ant",False
271,"Fish, Fish, Beaver",False
272,"Fish, Fish, Cricket",False
273,"Fish, Fish, Fish",False
276,"Fish, Fish, Mouse",False
264,"Fish, Cricket, Fish",False
277,"Fish, Fish, Otter",False
278,"Fish, Fish, Pig",False
279,"Fish, Horse, Ant",False
280,"Fish, Horse, Beaver",False
281,"Fish, Horse, Cricket",False
282,"Fish, Horse, Fish",False
283,"Fish, Horse, Horse",False
284,"Fish, Horse, Mosquito",False
265,"Fish, Cricket, Horse",False
263,"Fish, Cricket, Cricket",False
241,"Cricket, Pig, Otter",False
252,"Fish, Beaver, Ant",False
242,"Cricket, Pig, Pig",False
243,"Fish, Ant, Ant",False
244,"Fish, Ant, Beaver",False
245,"Fish, Ant, Cricket",False
247,"Fish, Ant, Horse",False
249,"Fish, Ant, Mouse",False
250,"Fish, Ant, Otter",False
251,"Fish, Ant, Pig",False
253,"Fish, Beaver, Beaver",False
262,"Fish, Cricket, Beaver",False
254,"Fish, Beaver, Cricket",False
255,"Fish, Beaver, Fish",False
256,"Fish, Beaver, Horse",False
257,"Fish, Beaver, Mosquito",False
258,"Fish, Beaver, Mouse",False
259,"Fish, Beaver, Otter",False
260,"Fish, Beaver, Pig",False
261,"Fish, Cricket, Ant",False
728,"Pig, Pig, Pig",False
